"key","subtype","WorkOrderCompletionDateTime","description","WorkOrderMainWorkCenter","System","WorkOrderIsOnshoreDeliveryHold","assetNames","OverallMaterialStatus","WorkOrderStatusDescription","Deadline","WorkOrderScheduledStartDateTime","PlannerGroup","WorkOrderReschedulingCounter","WorkOrderIsCancelled","Location","WorkOrderUserStatusDescription","name","WorkOrderPriorityType","ScheduledStart","source","startTime","externalId","WorkOrderDiscipline","OrderType","WorkOrderPlannerGroup","assetExternalIds","isClosed","RequiresHotWork","Overall Mat status","TotalActualWork","WorkOrderReturnMaterialStatus","WorkOrderLocation","LongText","Description","WorkOrderSystemStatus","WorkOrderDurationHours","WorkOrderUserStatus","StaticRevisionCode","WorkOrderPriority","WorkOrderStatus","Revision","Work","endTime","WorkOrderMaterialStatus","RevisionID","WorkOrderActualDurationHours","WorkOrderType","WorkOrderFunctionalLocation","WorkOrder_ItemNames","WorkPackage","Order","WorkOrderDescription","WorkOrderSystemStatusDescription","WorkOrderNumber","Cost","type","WorkOrder_AssetNames","WorkOrderDueDateTime","WorkOrderIsSafetyCritical","CoreResource","ScheduledFinish","WorkOrderScheduledEndDateTime","WorkOrderTitle","healthWarning"
"WO_7412264","","Thu, 04 May 2023 11:23:46 GMT","Initial ESDV inspection","WELD","015","0","[""23-FE-96152""]","WMATB","Ready for execution","Thu, 18 May 2023 11:23:46 GMT","Mon, 01 May 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-FE-96152","3","Mon, 01 May 2023 11:23:46 GMT","SAP","1682940226444","WO_7412264","WELD","PM01","CONSTRUCTION","[""23-FE-96152""]","false","No","WMATB","28","WMATB","23-FE-96152","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial ESDV inspection","REL","28","RDEX","41NOEV","3","RDEX","41NOEV","28","1683199426444","WMATB","-23","28","PM01","23-FE-96152","23-FE-96152","LOR-SHUTDOWN-22","7412264","Initial ESDV inspection","REL","7412264","18","WorkOrder","[""23-FE-96152""]","Thu, 18 May 2023 11:23:46 GMT","NO","WELD","Thu, 04 May 2023 11:23:46 GMT","Thu, 04 May 2023 11:23:46 GMT","Initial ESDV inspection",""
"WO_7727931","","Sun, 30 Apr 2023 11:23:46 GMT","Initial VALVE maintenance","INST","011","0","[""23-SU-9105""]","CMAT","Ready for execution","Fri, 05 May 2023 11:23:46 GMT","Thu, 27 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-SU-9105","4","Thu, 27 Apr 2023 11:23:46 GMT","SAP","1682594626473","WO_7727931","INST","CM01","CONSTRUCTION","[""23-SU-9105""]","false","No","CMAT","34","CMAT","23-SU-9105","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial VALVE maintenance","REL","34","RDEX","41NOEV","4","RDEX","41NOEV","34","1682853826473","CMAT","-27","34","CM01","23-SU-9105","23-SU-9105","LOR-PACKAGE-02","7727931","Initial VALVE maintenance","REL","7727931","41","WorkOrder","[""23-SU-9105""]","Fri, 05 May 2023 11:23:46 GMT","NO","INST","Sun, 30 Apr 2023 11:23:46 GMT","Sun, 30 Apr 2023 11:23:46 GMT","Initial VALVE maintenance",""
"WO_7833281","","Tue, 30 May 2023 11:23:46 GMT","Initial PIPE performance check","MECH","013","0","[""23-YAH-96106-02""]","CMAT","Ready for execution","Sat, 17 Jun 2023 11:23:46 GMT","Sun, 28 May 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-YAH-96106-02","4","Sun, 28 May 2023 11:23:46 GMT","SAP","1685273026387","WO_7833281","MECH","CM01","BASE OPERATIONS","[""23-YAH-96106-02""]","false","No","CMAT","6","CMAT","23-YAH-96106-02","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial PIPE performance check","REL","6","RDEX","41NOEV","4","RDEX","41NOEV","6","1685445826387","CMAT","-17","6","CM01","23-YAH-96106-02","23-YAH-96106-02","LOR-PACKAGE-03","7833281","Initial PIPE performance check","REL","7833281","92","WorkOrder","[""23-YAH-96106-02""]","Sat, 17 Jun 2023 11:23:46 GMT","NO","MECH","Tue, 30 May 2023 11:23:46 GMT","Tue, 30 May 2023 11:23:46 GMT","Initial PIPE performance check",""
"WO_8060077","","Sun, 23 Apr 2023 11:23:46 GMT","Instrumentation BDSV turn off","MECH","019","0","[""23-ZAH-96121-03""]","CMAT","Ready for execution","Thu, 27 Apr 2023 11:23:46 GMT","Wed, 19 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-ZAH-96121-03","2","Wed, 19 Apr 2023 11:23:46 GMT","SAP","1681903426460","WO_8060077","MECH","CM02","CONSTRUCTION","[""23-ZAH-96121-03""]","false","No","CMAT","17","CMAT","23-ZAH-96121-03","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Instrumentation BDSV turn off","REL","17","RDEX","41NOEV","2","RDEX","41NOEV","17","1682249026460","CMAT","-25","17","CM02","23-ZAH-96121-03","23-ZAH-96121-03","ONS-SHUTDOWN-01","8060077","Instrumentation BDSV turn off","REL","8060077","62","WorkOrder","[""23-ZAH-96121-03""]","Thu, 27 Apr 2023 11:23:46 GMT","NO","MECH","Sun, 23 Apr 2023 11:23:46 GMT","Sun, 23 Apr 2023 11:23:46 GMT","Instrumentation BDSV turn off",""
"WO_8128574","","Sat, 10 Jun 2023 11:23:46 GMT","Required:  ESV test","INST","015","0","[""23-TAH-96137-01""]","NMAT","Ready for execution","Sun, 25 Jun 2023 11:23:46 GMT","Thu, 08 Jun 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-TAH-96137-01","3","Thu, 08 Jun 2023 11:23:46 GMT","SAP","1686223426388","WO_8128574","INST","PM02","CAMPAIGNS","[""23-TAH-96137-01""]","false","No","NMAT","18","NMAT","23-TAH-96137-01","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Required:  ESV test","REL","18","RDEX","41NOEV","3","RDEX","41NOEV","18","1686396226388","NMAT","-17","18","PM02","23-TAH-96137-01","23-TAH-96137-01","ONS-SHUTDOWN-01","8128574","Required:  ESV test","REL","8128574","31","WorkOrder","[""23-TAH-96137-01""]","Sun, 25 Jun 2023 11:23:46 GMT","NO","INST","Sat, 10 Jun 2023 11:23:46 GMT","Sat, 10 Jun 2023 11:23:46 GMT","Required:  ESV test",""
"WO_8363380","","Thu, 06 Apr 2023 11:23:46 GMT","Leaking Fire extinguisher performance check","MECH","016","0","[""45-V-90352""]","WMATA","Ready for execution","Sun, 09 Apr 2023 11:23:46 GMT","Sun, 02 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","45-V-90352","4","Sun, 02 Apr 2023 11:23:46 GMT","SAP","1680434626420","WO_8363380","MECH","CM02","CONSTRUCTION","[""45-V-90352""]","false","No","WMATA","56","WMATA","45-V-90352","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking Fire extinguisher performance check","REL","56","RDEX","41NOEV","4","RDEX","41NOEV","56","1680780226420","WMATA","-21","56","CM02","45-V-90352","45-V-90352","LOR-SHUTDOWN-21","8363380","Leaking Fire extinguisher performance check","REL","8363380","35","WorkOrder","[""45-V-90352""]","Sun, 09 Apr 2023 11:23:46 GMT","NO","MECH","Thu, 06 Apr 2023 11:23:46 GMT","Thu, 06 Apr 2023 11:23:46 GMT","Leaking Fire extinguisher performance check",""
"WO_8496556","","Tue, 06 Jun 2023 11:23:46 GMT","Initial BDSV shutdown","INST","015","0","[""23-TT-92537""]","CMAT","Ready for execution","Tue, 20 Jun 2023 11:23:46 GMT","Sat, 03 Jun 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-TT-92537","3","Sat, 03 Jun 2023 11:23:46 GMT","SAP","1685791426388","WO_8496556","INST","PM01","CAMPAIGNS","[""23-TT-92537""]","false","No","CMAT","28","CMAT","23-TT-92537","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial BDSV shutdown","REL","28","RDEX","41NOEV","3","RDEX","41NOEV","28","1686050626388","CMAT","-17","28","PM01","23-TT-92537","23-TT-92537","LOR-SHUTDOWN-22","8496556","Initial BDSV shutdown","REL","8496556","87","WorkOrder","[""23-TT-92537""]","Tue, 20 Jun 2023 11:23:46 GMT","NO","INST","Tue, 06 Jun 2023 11:23:46 GMT","Tue, 06 Jun 2023 11:23:46 GMT","Initial BDSV shutdown",""
"WO_8538016","","Tue, 28 Mar 2023 11:23:46 GMT","Initial Fire extinguisher survey","TECH","019","0","[""23-XT-96124""]","CMAT","Ready for execution","Sat, 08 Apr 2023 11:23:46 GMT","Fri, 24 Mar 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-XT-96124","3","Fri, 24 Mar 2023 11:23:46 GMT","SAP","1679657026391","WO_8538016","TECH","PM02","BASE OPERATIONS","[""23-XT-96124""]","false","Yes","CMAT","16","CMAT","23-XT-96124","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial Fire extinguisher survey","REL","16","RDEX","41NOEV","3","RDEX","41NOEV","16","1680002626391","CMAT","-19","16","PM02","23-XT-96124","23-XT-96124","LOR-PACKAGE-02","8538016","Initial Fire extinguisher survey","REL","8538016","89","WorkOrder","[""23-XT-96124""]","Sat, 08 Apr 2023 11:23:46 GMT","NO","TECH","Tue, 28 Mar 2023 11:23:46 GMT","Tue, 28 Mar 2023 11:23:46 GMT","Initial Fire extinguisher survey","[""Work order materials does not match historic records""]"
"WO_9210335","","Mon, 08 May 2023 11:23:46 GMT","Initial ESDV survey","WELD","012","0","[""23-PCV-96160""]","CMAT","Ready for execution","Mon, 08 May 2023 11:23:46 GMT","Fri, 05 May 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-PCV-96160","2","Fri, 05 May 2023 11:23:46 GMT","SAP","1683285826385","WO_9210335","WELD","PM01","CAMPAIGNS","[""23-PCV-96160""]","false","No","CMAT","35","CMAT","23-PCV-96160","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial ESDV survey","REL","35","RDEX","41NOEV","2","RDEX","41NOEV","35","1683545026385","CMAT","-17","35","PM01","23-PCV-96160","23-PCV-96160","LOR-PACKAGE-01","9210335","Initial ESDV survey","REL","9210335","57","WorkOrder","[""23-PCV-96160""]","Mon, 08 May 2023 11:23:46 GMT","NO","WELD","Mon, 08 May 2023 11:23:46 GMT","Mon, 08 May 2023 11:23:46 GMT","Initial ESDV survey",""
"WO_9661964","","Sun, 04 Jun 2023 11:23:46 GMT","Leaking PIPE survey","TECH","020","0","[""23-PAH-92532""]","CMAT","Ready for execution","Wed, 07 Jun 2023 11:23:46 GMT","Thu, 01 Jun 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-PAH-92532","2","Thu, 01 Jun 2023 11:23:46 GMT","SAP","1685618626475","WO_9661964","TECH","PM02","CONSTRUCTION","[""23-PAH-92532""]","false","No","CMAT","33","CMAT","23-PAH-92532","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking PIPE survey","REL","33","RDEX","41NOEV","2","RDEX","41NOEV","33","1685877826475","CMAT","-27","33","PM02","23-PAH-92532","23-PAH-92532","LOR-SHUTDOWN-21","9661964","Leaking PIPE survey","REL","9661964","68","WorkOrder","[""23-PAH-92532""]","Wed, 07 Jun 2023 11:23:46 GMT","NO","TECH","Sun, 04 Jun 2023 11:23:46 GMT","Sun, 04 Jun 2023 11:23:46 GMT","Leaking PIPE survey","[""Work order materials does not match historic records""]"
"WO_9977494","","Sun, 04 Jun 2023 11:23:46 GMT","General Fire extinguisher failure","ELEC","020","0","[""23-TI-96102-03""]","CMAT","Ready for execution","Sun, 18 Jun 2023 11:23:46 GMT","Thu, 01 Jun 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-TI-96102-03","2","Thu, 01 Jun 2023 11:23:46 GMT","SAP","1685618626425","WO_9977494","ELEC","PM02","CONSTRUCTION","[""23-TI-96102-03""]","false","No","CMAT","51","CMAT","23-TI-96102-03","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General Fire extinguisher failure","REL","51","RDEX","41NOEV","2","RDEX","41NOEV","51","1685877826425","CMAT","-21","51","PM02","23-TI-96102-03","23-TI-96102-03","LOR-PACKAGE-03","9977494","General Fire extinguisher failure","REL","9977494","59","WorkOrder","[""23-TI-96102-03""]","Sun, 18 Jun 2023 11:23:46 GMT","NO","ELEC","Sun, 04 Jun 2023 11:23:46 GMT","Sun, 04 Jun 2023 11:23:46 GMT","General Fire extinguisher failure",""
"WO_10162459","","Sat, 20 May 2023 11:23:46 GMT","Initial PIPE inspection","ELEC","010","0","[""PSV96189""]","CMAT","Ready for execution","Mon, 05 Jun 2023 11:23:46 GMT","Wed, 17 May 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","PSV96189","3","Wed, 17 May 2023 11:23:46 GMT","SAP","1684322626407","WO_10162459","ELEC","PM01","BASE OPERATIONS","[""LOR_NORWAY_SYSTEM_021_PSV96189""]","false","No","CMAT","33","CMAT","PSV96189","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial PIPE inspection","REL","33","RDEX","41NOEV","3","RDEX","41NOEV","33","1684581826407","CMAT","-19","33","PM01","PSV96189","PSV96189","LOR-SHUTDOWN-21","10162459","Initial PIPE inspection","REL","10162459","80","WorkOrder","[""PSV96189""]","Mon, 05 Jun 2023 11:23:46 GMT","NO","ELEC","Sat, 20 May 2023 11:23:46 GMT","Sat, 20 May 2023 11:23:46 GMT","Initial PIPE inspection",""
