"key","startTime","externalId","subtype","Sum Resv Qty","assetExternalIds","Sum of avl stk","endTime","Shipment no.","isDeleted","PO1 Plan dt","Container no.","Material Availability Offshore","Reqmt Qty","OrderKey","description","Dlv qty cum","Material","Material Availability Onshore","RealisticStartDt","type"
"MATERIAL_2680077_0","1679052226478","MATERIAL_2680077_0","2680077","4","[""23-FY-92542-03""]","5","1679052226478","36168","false","2023-03-02T11:23:46.478Z","34007","Green","5","2680077","Materials for 2680077","6","26065","Green","2023-03-02T11:23:46.478Z","Material"
"MATERIAL_2680077_5","1679052226478","MATERIAL_2680077_5","2680077","3","[""23-FY-92542-03""]","","1679052226478","","false","2023-03-02T11:23:46.478Z","","Orange","4","2680077","Materials for 2680077","","14362","Orange","2023-03-02T11:23:46.478Z","Material"
"MATERIAL_26832578_3","1679052226480","MATERIAL_26832578_3","26832578","2","[""23-PDT-96143""]","8","1679052226480","24067","false","2023-03-23T11:23:46.480Z","12643","Green","3","26832578","Materials for 26832578","9","14317","Green","2023-03-23T11:23:46.480Z","Material"
"MATERIAL_2690935_4","1679052226353","MATERIAL_2690935_4","2690935","3","[""23-LAH-92529-03""]","3","1679052226353","17981","false","2023-04-06T11:23:46.353Z","34464","Green","4","2690935","Materials for 2690935","4","29476","Green","2023-04-06T11:23:46.353Z","Material"
"MATERIAL_26934837_4","1679052226482","MATERIAL_26934837_4","26934837","2","[""23-LY-92521A""]","2","1679052226482","28457","false","2023-04-25T11:23:46.482Z","31914","Green","3","26934837","Materials for 26934837","3","22299","Green","2023-04-25T11:23:46.482Z","Material"
"MATERIAL_27151461_8","1679052226373","MATERIAL_27151461_8","27151461","5","[""23-HV-96190-03""]","","1679052226373","","false","2023-07-23T11:23:46.373Z","","Red","6","27151461","Materials for 27151461","","26351","Orange","2023-07-23T11:23:46.373Z","Material"
"MATERIAL_27253866_0","1679052226416","MATERIAL_27253866_0","27253866","3","[""23-TT-92504""]","4","1679052226416","20813","false","2023-05-11T11:23:46.416Z","35049","Green","4","27253866","Materials for 27253866","5","15544","Green","2023-05-11T11:23:46.416Z","Material"
"MATERIAL_27534046_3","1679052226423","MATERIAL_27534046_3","27534046","3","[""23-GK-9107A-H01""]","7","1679052226423","38248","false","2023-04-15T11:23:46.423Z","20369","Green","4","27534046","Materials for 27534046","8","11891","Green","2023-04-15T11:23:46.423Z","Material"
"MATERIAL_27534046_7","1679052226423","MATERIAL_27534046_7","27534046","2","[""23-GK-9107A-H01""]","","1679052226423","","false","2023-06-15T11:23:46.423Z","","Red","3","27534046","Materials for 27534046","","23182","Orange","2023-06-15T11:23:46.423Z","Material"
"MATERIAL_27563284_1","1679052226373","MATERIAL_27563284_1","27563284","3","[""23-TIC-92604""]","2","1679052226373","39360","false","2023-05-21T11:23:46.373Z","34376","Green","4","27563284","Materials for 27563284","3","30435","Green","2023-05-21T11:23:46.373Z","Material"
"MATERIAL_27715593_2","1679052226424","MATERIAL_27715593_2","27715593","5","[""23-YT-96123""]","3","1679052226424","34397","false","2023-04-22T11:23:46.424Z","35167","Green","6","27715593","Materials for 27715593","4","24303","Green","2023-04-22T11:23:46.424Z","Material"
"MATERIAL_27715593_5","1679052226424","MATERIAL_27715593_5","27715593","1","[""23-YT-96123""]","2","1679052226424","26211","false","2023-04-22T11:23:46.424Z","23316","Green","2","27715593","Materials for 27715593","3","17646","Green","2023-04-22T11:23:46.424Z","Material"
"MATERIAL_27718779_3","1679052226389","MATERIAL_27718779_3","27718779","3","[""23-FI-96151""]","6","1679052226389","24141","false","2023-05-23T11:23:46.389Z","35526","Green","4","27718779","Materials for 27718779","7","14844","Green","2023-05-23T11:23:46.389Z","Material"
"MATERIAL_27718779_4","1679052226389","MATERIAL_27718779_4","27718779","3","[""23-FI-96151""]","4","1679052226389","34838","false","2023-05-23T11:23:46.389Z","18626","Green","4","27718779","Materials for 27718779","5","11607","Green","2023-05-23T11:23:46.389Z","Material"
"MATERIAL_27718779_5","1679052226389","MATERIAL_27718779_5","27718779","2","[""23-FI-96151""]","9","1679052226389","36435","false","2023-05-23T11:23:46.389Z","36339","Green","3","27718779","Materials for 27718779","10","35604","Green","2023-05-23T11:23:46.389Z","Material"
"MATERIAL_2795664_2","1679052226478","MATERIAL_2795664_2","2795664","1","[""23-LEX-92529-MB""]","7","1679052226478","38065","false","2023-02-28T11:23:46.478Z","28422","Green","2","2795664","Materials for 2795664","8","16777","Green","2023-02-28T11:23:46.478Z","Material"
"MATERIAL_2795664_5","1679052226478","MATERIAL_2795664_5","2795664","2","[""23-LEX-92529-MB""]","7","1679052226478","27971","false","2023-02-28T11:23:46.478Z","28329","Green","3","2795664","Materials for 2795664","8","39794","Green","2023-02-28T11:23:46.478Z","Material"
"MATERIAL_2795664_6","1679052226478","MATERIAL_2795664_6","2795664","3","[""23-LEX-92529-MB""]","2","1679052226478","32292","false","2023-02-28T11:23:46.478Z","29180","Green","4","2795664","Materials for 2795664","3","22848","Green","2023-02-28T11:23:46.478Z","Material"
"MATERIAL_27967603_0","1679052226370","MATERIAL_27967603_0","27967603","2","[""23-CX-9101""]","3","1679052226370","22079","false","2023-04-24T11:23:46.370Z","10335","Green","3","27967603","Materials for 27967603","4","31339","Green","2023-04-24T11:23:46.370Z","Material"
"MATERIAL_28038706_0","1679052226382","MATERIAL_28038706_0","28038706","3","[""23-TE-96148""]","3","1679052226382","11635","false","2023-02-28T11:23:46.382Z","25267","Green","4","28038706","Materials for 28038706","4","39125","Green","2023-02-28T11:23:46.382Z","Material"
"MATERIAL_28038706_3","1679052226382","MATERIAL_28038706_3","28038706","4","[""23-TE-96148""]","6","1679052226382","27093","false","2023-02-28T11:23:46.382Z","23424","Green","5","28038706","Materials for 28038706","7","11424","Green","2023-02-28T11:23:46.382Z","Material"
"MATERIAL_28079555_2","1679052226473","MATERIAL_28079555_2","28079555","2","[""23-PDT-96161""]","1","1679052226473","18279","false","2023-04-03T11:23:46.473Z","18854","Green","3","28079555","Materials for 28079555","2","15352","Green","2023-04-03T11:23:46.473Z","Material"
"MATERIAL_28079555_3","1679052226473","MATERIAL_28079555_3","28079555","4","[""23-PDT-96161""]","2","1679052226473","29005","false","2023-04-03T11:23:46.473Z","19209","Green","5","28079555","Materials for 28079555","3","23253","Green","2023-04-03T11:23:46.473Z","Material"
"MATERIAL_28325285_4","1679052226421","MATERIAL_28325285_4","28325285","2","[""23-YE-96120-01""]","4","1679052226421","38269","false","2023-03-18T11:23:46.421Z","38621","Green","3","28325285","Materials for 28325285","5","29877","Green","2023-03-18T11:23:46.421Z","Material"
"MATERIAL_28426823_2","1679052226448","MATERIAL_28426823_2","28426823","4","[""23-FE-9106-25""]","5","1679052226448","16771","false","2023-05-23T11:23:46.448Z","21899","Green","5","28426823","Materials for 28426823","6","16496","Green","2023-05-23T11:23:46.448Z","Material"
"MATERIAL_28526512_1","1679052226475","MATERIAL_28526512_1","28526512","4","[""23-PCV-96176""]","3","1679052226475","28934","false","2023-04-30T11:23:46.475Z","13379","Green","5","28526512","Materials for 28526512","4","13023","Green","2023-04-30T11:23:46.475Z","Material"
"MATERIAL_28558134_0","1679052226447","MATERIAL_28558134_0","28558134","4","[""23-PT-96149-02""]","9","1679052226447","36613","false","2023-05-03T11:23:46.447Z","20088","Green","5","28558134","Materials for 28558134","10","20548","Green","2023-05-03T11:23:46.447Z","Material"
"MATERIAL_28677193_1","1679052226481","MATERIAL_28677193_1","28677193","3","[""23-PC-9109-M01-39""]","4","1679052226481","36175","false","2023-04-13T11:23:46.481Z","16384","Green","4","28677193","Materials for 28677193","5","18726","Green","2023-04-13T11:23:46.481Z","Material"
"MATERIAL_28875309_0","1679052226459","MATERIAL_28875309_0","28875309","2","[""23-HV-92540-01""]","4","1679052226459","11841","false","2023-03-09T11:23:46.459Z","18086","Green","3","28875309","Materials for 28875309","5","39082","Green","2023-03-09T11:23:46.459Z","Material"
"MATERIAL_28948361_0","1679052226382","MATERIAL_28948361_0","28948361","3","[""23-YXY-92545-05""]","4","1679052226382","11980","false","2023-02-28T11:23:46.382Z","19990","Green","4","28948361","Materials for 28948361","5","23190","Green","2023-02-28T11:23:46.382Z","Material"
"MATERIAL_28948361_1","1679052226382","MATERIAL_28948361_1","28948361","5","[""23-YXY-92545-05""]","8","1679052226382","22972","false","2023-02-28T11:23:46.382Z","25725","Green","6","28948361","Materials for 28948361","9","10484","Green","2023-02-28T11:23:46.382Z","Material"
"MATERIAL_28957045_1","1679052226446","MATERIAL_28957045_1","28957045","3","[""23-XY-96108""]","2","1679052226446","14741","false","2023-04-23T11:23:46.446Z","25389","Green","4","28957045","Materials for 28957045","3","30677","Green","2023-04-23T11:23:46.446Z","Material"
"MATERIAL_28957045_3","1679052226446","MATERIAL_28957045_3","28957045","3","[""23-XY-96108""]","4","1679052226446","20733","false","2023-04-23T11:23:46.446Z","20556","Green","4","28957045","Materials for 28957045","5","26709","Green","2023-04-23T11:23:46.446Z","Material"
"MATERIAL_28957045_6","1679052226446","MATERIAL_28957045_6","28957045","1","[""23-XY-96108""]","","1679052226446","","false","2023-04-23T11:23:46.446Z","","Orange","2","28957045","Materials for 28957045","","25310","Orange","2023-04-23T11:23:46.446Z","Material"
"MATERIAL_28975359_1","1679052226476","MATERIAL_28975359_1","28975359","3","[""23-TAH-96104-03""]","8","1679052226476","15291","false","2023-05-13T11:23:46.476Z","11319","Green","4","28975359","Materials for 28975359","9","35454","Green","2023-05-13T11:23:46.476Z","Material"
"MATERIAL_29002195_3","1679052226427","MATERIAL_29002195_3","29002195","4","[""45-TI-92506""]","5","1679052226427","17242","false","2023-06-06T11:23:46.427Z","16621","Green","5","29002195","Materials for 29002195","6","16513","Green","2023-06-06T11:23:46.427Z","Material"
"MATERIAL_2902657_5","1679052226341","MATERIAL_2902657_5","2902657","4","[""23-FG-96105""]","3","1679052226341","20331","false","2023-04-02T11:23:46.341Z","18543","Green","5","2902657","Materials for 2902657","4","10503","Green","2023-04-02T11:23:46.341Z","Material"
"MATERIAL_29127151_2","1679052226352","MATERIAL_29127151_2","29127151","3","[""23-TAH-96116-01""]","5","1679052226352","20958","false","2023-03-21T11:23:46.352Z","19739","Green","4","29127151","Materials for 29127151","6","26638","Green","2023-03-21T11:23:46.352Z","Material"
"MATERIAL_29159415_1","1679052226480","MATERIAL_29159415_1","29159415","2","[""23-TAHH-96104""]","2","1679052226480","11081","false","2023-03-22T11:23:46.480Z","30801","Green","3","29159415","Materials for 29159415","3","29328","Green","2023-03-22T11:23:46.480Z","Material"
"MATERIAL_29215215_0","1679052226383","MATERIAL_29215215_0","29215215","5","[""23-LSHH-96138_(2)""]","7","1679052226383","34376","false","2023-03-12T11:23:46.383Z","16897","Green","6","29215215","Materials for 29215215","8","23710","Green","2023-03-12T11:23:46.383Z","Material"
"MATERIAL_29430238_3","1679052226427","MATERIAL_29430238_3","29430238","5","[""23-PDT-96180""]","2","1679052226427","29878","false","2023-06-09T11:23:46.427Z","24452","Green","6","29430238","Materials for 29430238","3","18127","Green","2023-06-09T11:23:46.427Z","Material"
"MATERIAL_29467422_4","1679052226487","MATERIAL_29467422_4","29467422","4","[""23-YSDP-92545""]","2","1679052226487","19434","false","2023-05-17T11:23:46.487Z","25741","Green","5","29467422","Materials for 29467422","3","30073","Green","2023-05-17T11:23:46.487Z","Material"
"MATERIAL_29577078_1","1679052226392","MATERIAL_29577078_1","29577078","3","[""LOR_NORWAY_SYSTEM_011_11-XV-11001""]","7","1679052226392","11077","false","2023-03-05T11:23:46.392Z","23521","Green","4","29577078","Materials for 29577078","8","29203","Green","2023-03-05T11:23:46.392Z","Material"
"MATERIAL_29631599_0","1679052226443","MATERIAL_29631599_0","29631599","5","[""23-FG-96195""]","4","1679052226443","36806","false","2023-03-23T11:23:46.443Z","28811","Green","6","29631599","Materials for 29631599","5","10618","Green","2023-03-23T11:23:46.443Z","Material"
"MATERIAL_29660459_0","1679052226460","MATERIAL_29660459_0","29660459","2","[""23-TIC-96147""]","7","1679052226460","27413","false","2023-03-19T11:23:46.460Z","25606","Green","3","29660459","Materials for 29660459","8","34372","Green","2023-03-19T11:23:46.460Z","Material"
"MATERIAL_29725043_1","1679052226362","MATERIAL_29725043_1","29725043","3","[""23-TAHH-96115-03""]","3","1679052226362","34320","false","2023-03-16T11:23:46.362Z","14294","Green","4","29725043","Materials for 29725043","4","20297","Green","2023-03-16T11:23:46.362Z","Material"
"MATERIAL_29725043_4","1679052226362","MATERIAL_29725043_4","29725043","1","[""23-TAHH-96115-03""]","8","1679052226362","12552","false","2023-03-16T11:23:46.362Z","38654","Green","2","29725043","Materials for 29725043","9","30694","Green","2023-03-16T11:23:46.362Z","Material"
"MATERIAL_29750754_4","1679052226468","MATERIAL_29750754_4","29750754","3","[""23-XA-92543-06""]","4","1679052226468","38728","false","2023-05-27T11:23:46.468Z","24078","Green","4","29750754","Materials for 29750754","5","23632","Green","2023-05-27T11:23:46.468Z","Material"
"MATERIAL_29881080_4","1679052226361","MATERIAL_29881080_4","29881080","5","[""23-TE-96183""]","8","1679052226361","15216","false","2023-03-07T11:23:46.361Z","31416","Green","6","29881080","Materials for 29881080","9","30134","Green","2023-03-07T11:23:46.361Z","Material"
"MATERIAL_29908413_1","1679052226414","MATERIAL_29908413_1","29908413","3","[""23-FE-9106""]","6","1679052226414","15863","false","2023-04-23T11:23:46.414Z","33874","Green","4","29908413","Materials for 29908413","7","32723","Green","2023-04-23T11:23:46.414Z","Material"
"MATERIAL_29956606_1","1679052226434","MATERIAL_29956606_1","29956606","4","[""LOR_NORWAY_SYSTEM_021_PSV96190""]","5","1679052226434","28785","false","2023-02-28T11:23:46.434Z","14862","Green","5","29956606","Materials for 29956606","6","33425","Green","2023-02-28T11:23:46.434Z","Material"
"MATERIAL_30003222_1","1679052226364","MATERIAL_30003222_1","30003222","5","[""23-TAH-96148""]","5","1679052226364","27330","false","2023-04-04T11:23:46.364Z","19286","Green","6","30003222","Materials for 30003222","6","35987","Green","2023-04-04T11:23:46.364Z","Material"
"MATERIAL_3008054_2","1679052226483","MATERIAL_3008054_2","3008054","5","[""23-AE-92527-S3""]","2","1679052226483","21555","false","2023-04-26T11:23:46.483Z","33015","Green","6","3008054","Materials for 3008054","3","29590","Green","2023-04-26T11:23:46.483Z","Material"
"MATERIAL_30108140_0","1679052226387","MATERIAL_30108140_0","30108140","2","[""LOR_NORWAY_SYSTEM_010_10XT1019""]","8","1679052226387","18601","false","2023-04-27T11:23:46.387Z","20375","Green","3","30108140","Materials for 30108140","9","16090","Green","2023-04-27T11:23:46.387Z","Material"
"MATERIAL_30139213_5","1679052226384","MATERIAL_30139213_5","30139213","3","[""23-PAL-96140""]","","1679052226384","","false","2023-03-16T11:23:46.384Z","","Orange","4","30139213","Materials for 30139213","","22096","Orange","2023-03-16T11:23:46.384Z","Material"
"MATERIAL_30142523_2","1679052226358","MATERIAL_30142523_2","30142523","1","[""23-TAH-96114-03""]","1","1679052226358","16312","false","2023-05-29T11:23:46.358Z","22771","Green","2","30142523","Materials for 30142523","2","12179","Green","2023-05-29T11:23:46.358Z","Material"
"MATERIAL_30166042_1","1679052226422","MATERIAL_30166042_1","30166042","2","[""23-FS-92543-04""]","8","1679052226422","22359","false","2023-03-29T11:23:46.422Z","17941","Green","3","30166042","Materials for 30166042","9","17772","Green","2023-03-29T11:23:46.422Z","Material"
"MATERIAL_30247966_1","1679052226457","MATERIAL_30247966_1","30247966","4","[""23-ZT-96121-03""]","7","1679052226457","19990","false","2023-06-01T11:23:46.457Z","19635","Green","5","30247966","Materials for 30247966","8","24152","Green","2023-06-01T11:23:46.457Z","Material"
"MATERIAL_30337503_1","1679052226393","MATERIAL_30337503_1","30337503","1","[""23-LALL-92523-01""]","2","1679052226393","26214","false","2023-03-11T11:23:46.393Z","21876","Green","2","30337503","Materials for 30337503","3","37279","Green","2023-03-11T11:23:46.393Z","Material"
"MATERIAL_30387630_2","1679052226488","MATERIAL_30387630_2","30387630","2","[""23-ZAHH-96121-03""]","9","1679052226488","21915","false","2023-05-19T11:23:46.488Z","10298","Green","3","30387630","Materials for 30387630","10","32197","Green","2023-05-19T11:23:46.488Z","Material"
"MATERIAL_30490950_2","1679052226446","MATERIAL_30490950_2","30490950","3","[""23-DB-9101""]","7","1679052226446","27593","false","2023-04-29T11:23:46.446Z","29419","Green","4","30490950","Materials for 30490950","8","34161","Green","2023-04-29T11:23:46.446Z","Material"
"MATERIAL_30490950_5","1679052226446","MATERIAL_30490950_5","30490950","2","[""23-DB-9101""]","7","1679052226446","19647","false","2023-04-29T11:23:46.446Z","35746","Green","3","30490950","Materials for 30490950","8","17457","Green","2023-04-29T11:23:46.446Z","Material"
"MATERIAL_30537418_0","1679052226459","MATERIAL_30537418_0","30537418","5","[""23-TE-96112-01""]","8","1679052226459","27658","false","2023-03-12T11:23:46.459Z","14695","Green","6","30537418","Materials for 30537418","9","13408","Green","2023-03-12T11:23:46.459Z","Material"
"MATERIAL_30605223_0","1679052226446","MATERIAL_30605223_0","30605223","3","[""23-TE-96131-01""]","7","1679052226446","14811","false","2023-04-30T11:23:46.446Z","19085","Green","4","30605223","Materials for 30605223","8","30101","Green","2023-04-30T11:23:46.446Z","Material"
"MATERIAL_30605223_2","1679052226446","MATERIAL_30605223_2","30605223","3","[""23-TE-96131-01""]","3","1679052226446","15371","false","2023-04-30T11:23:46.446Z","38393","Green","4","30605223","Materials for 30605223","4","21790","Green","2023-04-30T11:23:46.446Z","Material"
"MATERIAL_30605223_6","1679052226446","MATERIAL_30605223_6","30605223","5","[""23-TE-96131-01""]","","1679052226446","","false","2023-04-30T11:23:46.446Z","","Orange","6","30605223","Materials for 30605223","","34147","Orange","2023-04-30T11:23:46.446Z","Material"
"MATERIAL_30605223_8","1679052226446","MATERIAL_30605223_8","30605223","3","[""23-TE-96131-01""]","","1679052226446","","false","2023-04-30T11:23:46.446Z","","Orange","4","30605223","Materials for 30605223","","33663","Orange","2023-04-30T11:23:46.446Z","Material"
"MATERIAL_30668568_0","1679052226460","MATERIAL_30668568_0","30668568","2","[""23-PDI-96180""]","7","1679052226460","38054","false","2023-03-24T11:23:46.460Z","22793","Green","3","30668568","Materials for 30668568","8","27034","Green","2023-03-24T11:23:46.460Z","Material"
"MATERIAL_30668568_1","1679052226460","MATERIAL_30668568_1","30668568","3","[""23-PDI-96180""]","6","1679052226460","20538","false","2023-03-24T11:23:46.460Z","27558","Green","4","30668568","Materials for 30668568","7","26156","Green","2023-03-24T11:23:46.460Z","Material"
"MATERIAL_30668568_2","1679052226460","MATERIAL_30668568_2","30668568","3","[""23-PDI-96180""]","1","1679052226460","33491","false","2023-03-24T11:23:46.460Z","22030","Green","4","30668568","Materials for 30668568","2","20983","Green","2023-03-24T11:23:46.460Z","Material"
"MATERIAL_30768511_1","1679052226384","MATERIAL_30768511_1","30768511","3","[""23-PT-96156-01""]","2","1679052226384","30456","false","2023-03-23T11:23:46.384Z","15248","Green","4","30768511","Materials for 30768511","3","13575","Green","2023-03-23T11:23:46.384Z","Material"
"MATERIAL_30777838_0","1679052226369","MATERIAL_30777838_0","30777838","2","[""23-PDAHH-92530""]","7","1679052226369","32826","false","2023-04-09T11:23:46.369Z","31158","Green","3","30777838","Materials for 30777838","8","15993","Green","2023-04-09T11:23:46.369Z","Material"
"MATERIAL_30777838_1","1679052226369","MATERIAL_30777838_1","30777838","1","[""23-PDAHH-92530""]","6","1679052226369","15672","false","2023-04-09T11:23:46.369Z","30298","Green","2","30777838","Materials for 30777838","7","36201","Green","2023-04-09T11:23:46.369Z","Material"
"MATERIAL_30871635_0","1679052226488","MATERIAL_30871635_0","30871635","3","[""48-PSE-96961""]","5","1679052226488","17438","false","2023-05-30T11:23:46.488Z","28703","Green","4","30871635","Materials for 30871635","6","22136","Green","2023-05-30T11:23:46.488Z","Material"
"MATERIAL_31069928_2","1679052226353","MATERIAL_31069928_2","31069928","2","[""LOR_NORWAY_SYSTEM_010""]","2","1679052226353","22331","false","2023-04-03T11:23:46.353Z","30326","Green","3","31069928","Materials for 31069928","3","12443","Green","2023-04-03T11:23:46.353Z","Material"
"MATERIAL_31069928_3","1679052226353","MATERIAL_31069928_3","31069928","4","[""LOR_NORWAY_SYSTEM_010""]","4","1679052226353","22480","false","2023-04-03T11:23:46.353Z","18847","Green","5","31069928","Materials for 31069928","5","11842","Green","2023-04-03T11:23:46.353Z","Material"
"MATERIAL_31076927_0","1679052226487","MATERIAL_31076927_0","31076927","1","[""23-PDAH-96180""]","6","1679052226487","23130","false","2023-05-12T11:23:46.484Z","15915","Green","2","31076927","Materials for 31076927","7","10158","Green","2023-05-12T11:23:46.484Z","Material"
"MATERIAL_31152504_2","1679052226434","MATERIAL_31152504_2","31152504","3","[""23-PT-96160-02""]","6","1679052226434","15916","false","2023-03-02T11:23:46.434Z","22057","Green","4","31152504","Materials for 31152504","7","29831","Green","2023-03-02T11:23:46.434Z","Material"
"MATERIAL_31389963_0","1679052226477","MATERIAL_31389963_0","31389963","2","[""23-YAHH-96133-02""]","5","1679052226477","37715","false","2023-05-27T11:23:46.477Z","30451","Green","3","31389963","Materials for 31389963","6","12424","Green","2023-05-27T11:23:46.477Z","Material"
"MATERIAL_31389963_5","1679052226477","MATERIAL_31389963_5","31389963","4","[""23-YAHH-96133-02""]","2","1679052226477","11009","false","2023-05-27T11:23:46.477Z","37462","Green","5","31389963","Materials for 31389963","3","30627","Green","2023-05-27T11:23:46.477Z","Material"
"MATERIAL_31399029_2","1679052226462","MATERIAL_31399029_2","31399029","2","[""23-LI-96182-01""]","2","1679052226462","26471","false","2023-04-17T11:23:46.462Z","11437","Green","3","31399029","Materials for 31399029","3","20292","Green","2023-04-17T11:23:46.462Z","Material"
"MATERIAL_31455963_1","1679052226434","MATERIAL_31455963_1","31455963","2","[""23-KA-9101-APE""]","8","1679052226434","29217","false","2023-02-28T11:23:46.434Z","30534","Green","3","31455963","Materials for 31455963","9","33665","Green","2023-02-28T11:23:46.434Z","Material"
"MATERIAL_31492091_7","1679052226461","MATERIAL_31492091_7","31492091","5","[""23-ZI-92538""]","9","1679052226461","22824","false","2023-04-14T11:23:46.461Z","37349","Green","6","31492091","Materials for 31492091","10","20133","Green","2023-04-14T11:23:46.461Z","Material"
"MATERIAL_31602807_3","1679052226462","MATERIAL_31602807_3","31602807","5","[""23-XY-92543-04""]","2","1679052226462","32707","false","2023-04-17T11:23:46.462Z","34249","Green","6","31602807","Materials for 31602807","3","13264","Green","2023-04-17T11:23:46.462Z","Material"
"MATERIAL_31602807_5","1679052226462","MATERIAL_31602807_5","31602807","4","[""23-XY-92543-04""]","2","1679052226462","32257","false","2023-04-17T11:23:46.462Z","30787","Green","5","31602807","Materials for 31602807","3","17102","Green","2023-04-17T11:23:46.462Z","Material"
"MATERIAL_31606278_1","1679052226423","MATERIAL_31606278_1","31606278","1","[""23-YAHH-96105""]","2","1679052226423","32279","false","2023-04-13T11:23:46.423Z","37594","Green","2","31606278","Materials for 31606278","3","25139","Green","2023-04-13T11:23:46.423Z","Material"
"MATERIAL_31610710_3","1679052226476","MATERIAL_31610710_3","31610710","4","[""23-YE-96106-01""]","3","1679052226476","34064","false","2023-05-17T11:23:46.476Z","17043","Green","5","31610710","Materials for 31610710","4","18376","Green","2023-05-17T11:23:46.476Z","Material"
"MATERIAL_31634319_1","1679052226384","MATERIAL_31634319_1","31634319","3","[""23-XE-96124""]","8","1679052226384","20299","false","2023-03-26T11:23:46.384Z","26473","Green","4","31634319","Materials for 31634319","9","18092","Green","2023-03-26T11:23:46.384Z","Material"
"MATERIAL_31634319_2","1679052226384","MATERIAL_31634319_2","31634319","2","[""23-XE-96124""]","3","1679052226384","20320","false","2023-03-26T11:23:46.384Z","31954","Green","3","31634319","Materials for 31634319","4","36729","Green","2023-03-26T11:23:46.384Z","Material"
"MATERIAL_31636584_7","1679052226370","MATERIAL_31636584_7","31636584","3","[""LOR_NORWAY_SYSTEM_021_21PI1017""]","9","1679052226370","36972","false","2023-04-16T11:23:46.370Z","25615","Green","4","31636584","Materials for 31636584","10","17290","Green","2023-04-16T11:23:46.370Z","Material"
"MATERIAL_31637382_6","1679052226363","MATERIAL_31637382_6","31637382","4","[""23-TI-96112-03""]","2","1679052226363","25562","false","2023-03-29T11:23:46.363Z","32499","Green","5","31637382","Materials for 31637382","3","10104","Green","2023-03-29T11:23:46.363Z","Material"
"MATERIAL_31687199_4","1679052226473","MATERIAL_31687199_4","31687199","3","[""48-PI-96961""]","7","1679052226473","29178","false","2023-04-05T11:23:46.473Z","27250","Green","4","31687199","Materials for 31687199","8","10156","Green","2023-04-05T11:23:46.473Z","Material"
"MATERIAL_31722261_2","1679052226474","MATERIAL_31722261_2","31722261","4","[""23-TE-96116-01""]","2","1679052226474","23098","false","2023-04-22T11:23:46.474Z","23560","Green","5","31722261","Materials for 31722261","3","17552","Green","2023-04-22T11:23:46.474Z","Material"
"MATERIAL_32071298_7","1679052226422","MATERIAL_32071298_7","32071298","2","[""23-FT-96158""]","","1679052226422","","false","2023-04-02T11:23:46.422Z","","Orange","3","32071298","Materials for 32071298","","33992","Orange","2023-04-02T11:23:46.422Z","Material"
"MATERIAL_32071429_9","1679052226417","MATERIAL_32071429_9","32071429","4","[""45-PI-92609""]","","1679052226417","","false","2023-07-28T11:23:46.417Z","","Red","5","32071429","Materials for 32071429","","11850","Orange","2023-07-28T11:23:46.417Z","Material"
"MATERIAL_32099091_3","1679052226343","MATERIAL_32099091_3","32099091","5","[""23-TAH-92604A""]","5","1679052226343","12601","false","2023-04-24T11:23:46.343Z","21496","Green","6","32099091","Materials for 32099091","6","37031","Green","2023-04-24T11:23:46.343Z","Material"
"MATERIAL_32135272_6","1679052226425","MATERIAL_32135272_6","32135272","2","[""23-FAH-96152""]","7","1679052226425","32157","false","2023-05-04T11:23:46.425Z","13829","Green","3","32135272","Materials for 32135272","8","20849","Green","2023-05-04T11:23:46.425Z","Material"
"MATERIAL_32135272_7","1679052226425","MATERIAL_32135272_7","32135272","2","[""23-FAH-96152""]","7","1679052226425","30092","false","2023-05-04T11:23:46.425Z","11180","Green","3","32135272","Materials for 32135272","8","31907","Green","2023-05-04T11:23:46.425Z","Material"
"MATERIAL_32157953_5","1679052226330","MATERIAL_32157953_5","32157953","3","[""48-XV-96962""]","2","1679052226330","25426","false","2023-03-04T11:23:46.329Z","26611","Green","4","32157953","Materials for 32157953","3","38959","Green","2023-03-04T11:23:46.329Z","Material"
"MATERIAL_32196914_1","1679052226344","MATERIAL_32196914_1","32196914","4","[""23-YE-96117-01""]","6","1679052226344","21571","false","2023-04-28T11:23:46.344Z","36760","Green","5","32196914","Materials for 32196914","7","26298","Green","2023-04-28T11:23:46.344Z","Material"
"MATERIAL_32196914_4","1679052226344","MATERIAL_32196914_4","32196914","2","[""23-YE-96117-01""]","7","1679052226344","22056","false","2023-04-28T11:23:46.344Z","15014","Green","3","32196914","Materials for 32196914","8","10445","Green","2023-04-28T11:23:46.344Z","Material"
"MATERIAL_32322183_1","1679052226464","MATERIAL_32322183_1","32322183","2","[""23-PI-92536""]","2","1679052226464","14439","false","2023-05-21T11:23:46.464Z","25961","Green","3","32322183","Materials for 32322183","3","32664","Green","2023-05-21T11:23:46.464Z","Material"
"MATERIAL_32322183_5","1679052226465","MATERIAL_32322183_5","32322183","3","[""23-PI-92536""]","","1679052226465","","false","2023-07-21T11:23:46.464Z","","Red","4","32322183","Materials for 32322183","","27850","Orange","2023-07-21T11:23:46.464Z","Material"
"MATERIAL_32869657_2","1679052226391","MATERIAL_32869657_2","32869657","4","[""45-HV-92609""]","2","1679052226391","18883","false","2023-06-05T11:23:46.391Z","35397","Green","5","32869657","Materials for 32869657","3","12613","Green","2023-06-05T11:23:46.391Z","Material"
