"key","startTime","WorkOperationCompletedByUserName","isClosed","Workcenter","WorkOperationHours","isDeleted","WorkOperationNumber","type","WorkOperationActualHours","isWOClosed","externalId","WorkOperationCompletedDateTime","description","Number","WorkOperationRemainingHours","assetExternalIds","WorkOperationCompletedByUserID","Work","endTime","WorkOperationName","WorkOperationID","Class","Order"
"WO_9884948_operation_0","1679829826458","","false","WELD","22","false","0000","operation","26","false","WO_9884948_operation_0","","Required:  ESV shutdown","1","19","[""23-FO-92445""]","","4","1679916226458","Instrumentation Fire extinguisher maintenance","9884948-0000","Exe","9884948"
"WO_9951281_operation_0","1684149826423","","false","MECH","17","false","0000","operation","21","false","WO_9951281_operation_0","","Required:  ESV maintenance","3","14","[""23-XA-92543-07""]","","14","1684236226423","Initial VALVE survey","9951281-0000","Pre","9951281"
"WO_10021398_operation_1","1685964226356","","false","TECH","15","false","0001","operation","1","false","WO_10021398_operation_1","","Instrumentation Fire extinguisher shutdown","2","12","[""23-ZAH-96121-02""]","","14","1686050626356","Required:  Fire extinguisher test","10021398-0001","Exe","10021398"
"WO_10061092_operation_0","1680261826392","","false","SUPV","31","false","0000","operation","19","false","WO_10061092_operation_0","","Instrumentation BDSV turn off","1","12","[""23-TI-96148""]","","6","1680348226392","Instrumentation BDSV maintenance","10061092-0000","Post","10061092"
"WO_10061092_operation_1","1680261826392","","false","INST","6","false","0001","operation","39","false","WO_10061092_operation_1","","Initial Fire extinguisher failure","3","1","[""23-TI-96148""]","","19","1680348226392","Required:  VALVE failure","10061092-0001","Pre","10061092"
"WO_10276255_operation_2","1687346626347","","false","SUPV","23","false","0002","operation","31","false","WO_10276255_operation_2","","General BDSV inspection","3","13","[""23-YI-96120-02""]","","18","1687433026347","Instrumentation BDSV safety check","10276255-0002","Exe","10276255"
"WO_10295645_operation_0","1686741826389","","false","TECH","22","false","0000","operation","34","false","WO_10295645_operation_0","","Leaking ESDV shutdown","2","2","[""LOR_MEASURING_POINT_B""]","","23","1686828226389","Leaking ESV safety check","10295645-0000","Post","10295645"
"WO_10356073_operation_0","1679657026433","","false","INST","14","false","0000","operation","13","false","WO_10356073_operation_0","","General PIPE safety check","3","3","[""23-PIC-92538-01""]","","2","1679743426433","Leaking PIPE maintenance","10356073-0000","Pre","10356073"
"WO_11110355_operation_0","1687087426416","","false","WELD","16","false","0000","operation","1","false","WO_11110355_operation_0","","Leaking ESDV turn off","3","13","[""23-TX-96167""]","","10","1687173826416","Leaking ESDV failure","11110355-0000","Pre","11110355"
"WO_11243812_operation_1","1687173826477","","false","WELD","30","false","0001","operation","8","false","WO_11243812_operation_1","","Leaking BDSV safety check","1","3","[""45-PDT-92506""]","","2","1687260226477","Leaking PIPE test","11243812-0001","Exe","11243812"
"WO_11525503_operation_2","1684063426407","","false","TECH","2","false","0002","operation","15","false","WO_11525503_operation_2","","Instrumentation BDSV safety check","2","16","[""23-TI-96101-03""]","","8","1684149826407","Required:  PSV failure","11525503-0002","Pre","11525503"
"WO_11689250_operation_0","1686655426448","","false","INST","23","false","0000","operation","28","false","WO_11689250_operation_0","","General Fire extinguisher performance check","3","6","[""23-TE-96131-01""]","","9","1686741826448","General PIPE safety check","11689250-0000","Exe","11689250"
"WO_11692081_operation_1","1679829826470","","false","TECH","16","false","0001","operation","8","false","WO_11692081_operation_1","","Required:  VALVE test","2","15","[""23-XZSL-92748""]","","9","1679916226470","General PSV performance check","11692081-0001","Pre","11692081"
"WO_11823824_operation_0","1686482626448","","false","INST","33","false","0000","operation","36","false","WO_11823824_operation_0","","Instrumentation ESDV test","2","4","[""23-TAHH-96147-01""]","","17","1686569026448","Required:  PIPE safety check","11823824-0000","Post","11823824"
"WO_11895772_operation_1","1686828226357","","false","TECH","17","false","0001","operation","24","false","WO_11895772_operation_1","","Leaking BDSV safety check","2","5","[""23-PT-92535""]","","3","1686914626357","Initial PSV failure","11895772-0001","Exe","11895772"
"WO_122522_operation_0","1679397826327","","false","WELD","39","false","0000","operation","38","false","WO_122522_operation_0","","Leaking VALVE survey","2","17","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","","10","1679484226327","Instrumentation Fire extinguisher turn off","122522-0000","Pre","122522"
"WO_122522_operation_1","1679397826327","","false","WELD","32","false","0001","operation","39","false","WO_122522_operation_1","","Initial PIPE inspection","3","1","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","","24","1679484226327","Leaking VALVE test","122522-0001","Exe","122522"
"WO_12348804_operation_0","1684754626424","","false","MECH","31","false","0000","operation","25","false","WO_12348804_operation_0","","Leaking PIPE shutdown","2","6","[""23-LAL-92529-02""]","","24","1684841026424","Initial VALVE test","12348804-0000","Pre","12348804"
"WO_12348804_operation_2","1684754626424","","false","WELD","34","false","0002","operation","37","false","WO_12348804_operation_2","","Instrumentation PSV safety check","1","8","[""23-LAL-92529-02""]","","13","1684841026424","Leaking PIPE shutdown","12348804-0002","Post","12348804"
"WO_1265352_operation_0","1679225026326","","false","SUPV","34","false","0000","operation","23","false","WO_1265352_operation_0","","Instrumentation VALVE shutdown","1","15","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","","8","1679311426326","Required:  PIPE failure","1265352-0000","Post","1265352"
"WO_12777327_operation_1","1679484226359","","false","MECH","5","false","0001","operation","9","false","WO_12777327_operation_1","","Instrumentation VALVE maintenance","2","4","[""23-TAHH-96103-03""]","","22","1679570626359","General BDSV performance check","12777327-0001","Post","12777327"
"WO_12916709_operation_0","1686569026416","","false","SUPV","32","false","0000","operation","3","false","WO_12916709_operation_0","","Instrumentation PIPE inspection","2","2","[""23-PSV-96173""]","","12","1686655426416","General VALVE performance check","12916709-0000","Pre","12916709"
"WO_12953244_operation_1","1680780226361","","false","TECH","4","false","0001","operation","28","false","WO_12953244_operation_1","","Leaking VALVE survey","1","6","[""23-HA-9107A""]","","12","1680866626361","General PSV failure","12953244-0001","Pre","12953244"
"WO_13042034_operation_2","1684149826407","","false","MECH","8","false","0002","operation","20","false","WO_13042034_operation_2","","Instrumentation ESV performance check","1","9","[""23-TI-92512""]","","18","1684236226407","Required:  ESDV performance check","13042034-0002","Post","13042034"
"WO_13042034_operation_3","1684149826407","","false","WELD","33","false","0003","operation","13","false","WO_13042034_operation_3","","Required:  BDSV turn off","3","3","[""23-TI-92512""]","","4","1684236226407","Required:  ESV turn off","13042034-0003","Pre","13042034"
"WO_13066019_operation_0","1684322626423","","false","INST","18","false","0000","operation","1","false","WO_13066019_operation_0","","Initial ESV performance check","3","20","[""23-EZSL-92521""]","","8","1684409026423","Initial VALVE performance check","13066019-0000","Exe","13066019"
"WO_13077001_operation_0","1684668226474","","false","ELEC","28","false","0000","operation","27","false","WO_13077001_operation_0","","Initial ESDV shutdown","1","1","[""23-YAHH-96106-01""]","","4","1684754626474","Required:  Fire extinguisher safety check","13077001-0000","Post","13077001"
"WO_13192554_operation_0","1687951426488","","false","SUPV","35","false","0000","operation","16","false","WO_13192554_operation_0","","Required:  ESDV inspection","2","16","[""23-HA-9103""]","","11","1688037826488","Required:  PSV failure","13192554-0000","Exe","13192554"
"WO_13455805_operation_0","1680175426458","","false","SUPV","5","false","0000","operation","11","false","WO_13455805_operation_0","","Initial ESDV inspection","1","10","[""LOR_NORWAY_SYSTEM_011_11-BDSV-11001""]","","23","1680261826458","General BDSV failure","13455805-0000","Exe","13455805"
"WO_13512879_operation_3","1686569026389","","false","WELD","7","false","0003","operation","22","false","WO_13512879_operation_3","","Initial ESV safety check","2","18","[""LOR_NORWAY_SYSTEM_010_10GT1017""]","","14","1686655426389","Leaking Fire extinguisher survey","13512879-0003","Exe","13512879"
"WO_13610746_operation_1","1687519426477","","false","ELEC","15","false","0001","operation","39","false","WO_13610746_operation_1","","General ESV turn off","1","6","[""23-GK-9111B""]","","23","1687605826477","Initial ESV performance check","13610746-0001","Pre","13610746"
"WO_14422268_operation_0","1685791426463","","false","SUPV","31","false","0000","operation","4","false","WO_14422268_operation_0","","Leaking PSV failure","1","1","[""23-KA-9101-M01-62B""]","","16","1685877826463","Leaking PSV check","14422268-0000","Post","14422268"
"WO_14448160_operation_0","1685791426345","","false","WELD","10","false","0000","operation","39","false","WO_14448160_operation_0","","Required:  VALVE check","1","5","[""23-PDI-92551""]","","22","1685877826345","Required:  VALVE failure","14448160-0000","Exe","14448160"
"WO_14607482_operation_0","1681471426472","","false","INST","10","false","0000","operation","32","false","WO_14607482_operation_0","","Required:  Fire extinguisher test","2","15","[""23-TE-96137-01""]","","18","1681557826472","General PSV check","14607482-0000","Exe","14607482"
"WO_14638474_operation_0","1685013826424","","false","ELEC","4","false","0000","operation","9","false","WO_14638474_operation_0","","Leaking Fire extinguisher failure","3","3","[""23-PAL-92532""]","","15","1685100226424","Required:  BDSV shutdown","14638474-0000","Pre","14638474"
"WO_14638474_operation_1","1685013826424","","false","MECH","2","false","0001","operation","17","false","WO_14638474_operation_1","","General Fire extinguisher check","3","3","[""23-PAL-92532""]","","2","1685100226424","Leaking VALVE inspection","14638474-0001","Exe","14638474"
"WO_14656529_operation_1","1681298626351","","false","SUPV","3","false","0001","operation","35","false","WO_14656529_operation_1","","Required:  Fire extinguisher test","2","2","[""23-TAH-92604A""]","","5","1681385026351","Instrumentation PIPE check","14656529-0001","Exe","14656529"
"WO_14674759_operation_2","1687951426390","","false","INST","15","false","0002","operation","25","false","WO_14674759_operation_2","","Required:  VALVE shutdown","1","2","[""23-GK-9107A-H01""]","","5","1688037826390","Initial PIPE safety check","14674759-0002","Post","14674759"
"WO_15062313_operation_0","1680953026350","","false","TECH","31","false","0000","operation","11","false","WO_15062313_operation_0","","Instrumentation VALVE test","2","16","[""23-TE-96181-02""]","","3","1681039426350","Leaking PIPE failure","15062313-0000","Post","15062313"
"WO_15180428_operation_0","1686050626388","","false","MECH","9","false","0000","operation","27","false","WO_15180428_operation_0","","Initial Fire extinguisher failure","2","6","[""45-HV-92514-03""]","","19","1686137026388","General PIPE turn off","15180428-0000","Exe","15180428"
"WO_15193928_operation_1","1679397826458","","false","SUPV","6","false","0001","operation","10","false","WO_15193928_operation_1","","Leaking PSV survey","2","9","[""LOR_NORWAY_SYSTEM_021_FO96176-02""]","","8","1679484226458","Leaking PIPE failure","15193928-0001","Exe","15193928"
"WO_15398085_operation_1","1686914626346","","false","WELD","9","false","0001","operation","17","false","WO_15398085_operation_1","","General BDSV shutdown","1","15","[""23-YE-96133-02""]","","4","1687001026346","Initial ESDV inspection","15398085-0001","Post","15398085"
"WO_15457920_operation_0","1685273026483","","false","ELEC","39","false","0000","operation","11","false","WO_15457920_operation_0","","Initial PSV inspection","3","4","[""23-XX-9106""]","","20","1685359426483","General ESDV maintenance","15457920-0000","Pre","15457920"
"WO_15847827_operation_2","1682335426352","","false","TECH","39","false","0002","operation","15","false","WO_15847827_operation_2","","Required:  PIPE survey","2","19","[""23-TAH-96114-01""]","","7","1682421826352","Initial PIPE test","15847827-0002","Post","15847827"
"WO_16016663_operation_1","1685964226447","","false","WELD","27","false","0001","operation","17","false","WO_16016663_operation_1","","Leaking ESV survey","1","10","[""23-TAH-96104-03""]","","4","1686050626447","Initial BDSV failure","16016663-0001","Pre","16016663"
"WO_16456178_operation_0","1688297026489","","false","TECH","10","false","0000","operation","24","false","WO_16456178_operation_0","","Instrumentation BDSV check","2","18","[""23-TI-96114-01""]","","2","1688383426489","Instrumentation ESDV survey","16456178-0000","Exe","16456178"
"WO_16548662_operation_0","1679570626470","","false","TECH","24","false","0000","operation","24","false","WO_16548662_operation_0","","Required:  BDSV maintenance","1","13","[""23-YE-96105-01""]","","21","1679657026470","Required:  ESDV maintenance","16548662-0000","Exe","16548662"
"WO_16684769_operation_2","1687778626456","","false","SUPV","3","false","0002","operation","38","false","WO_16684769_operation_2","","General PSV maintenance","1","12","[""23-LALL-96182-02""]","","14","1687865026456","Required:  ESDV survey","16684769-0002","Pre","16684769"
"WO_16705338_operation_1","1685877826447","","false","SUPV","7","false","0001","operation","4","false","WO_16705338_operation_1","","Required:  ESDV inspection","3","19","[""23-TAHH-96104-01""]","","17","1685964226447","Required:  ESV inspection","16705338-0001","Post","16705338"
"WO_16705338_operation_2","1685877826447","","false","SUPV","22","false","0002","operation","26","false","WO_16705338_operation_2","","General PSV shutdown","2","9","[""23-TAHH-96104-01""]","","14","1685964226447","Initial PSV failure","16705338-0002","Post","16705338"
"WO_16869076_operation_1","1683199426444","","false","ELEC","2","false","0001","operation","10","false","WO_16869076_operation_1","","Leaking Fire extinguisher check","2","0","[""23-PSLL-96141""]","","2","1683285826444","General PSV failure","16869076-0001","Pre","16869076"
"WO_16962892_operation_0","1684063426342","","false","SUPV","15","false","0000","operation","12","false","WO_16962892_operation_0","","Initial PIPE shutdown","3","20","[""23-PAH-96160-03""]","","8","1684149826342","Required:  BDSV inspection","16962892-0000","Pre","16962892"
"WO_17158366_operation_1","1681730626443","","false","ELEC","24","false","0001","operation","4","false","WO_17158366_operation_1","","General PIPE turn off","3","17","[""23-TT-96148""]","","12","1681817026443","Instrumentation VALVE maintenance","17158366-0001","Exe","17158366"
"WO_17769025_operation_0","1681989826335","","false","TECH","10","false","0000","operation","18","false","WO_17769025_operation_0","","Instrumentation PSV survey","1","10","[""23-FS-92543-05""]","","21","1682076226335","Required:  PSV performance check","17769025-0000","Exe","17769025"
"WO_17869853_operation_1","1683026626461","","false","ELEC","13","false","0001","operation","2","false","WO_17869853_operation_1","","Required:  BDSV check","2","15","[""23-TE-96111-03""]","","6","1683113026461","General BDSV survey","17869853-0001","Post","17869853"
"WO_17936879_operation_0","1684236226386","","false","MECH","15","false","0000","operation","13","false","WO_17936879_operation_0","","General BDSV maintenance","2","5","[""LOR_NORWAY_SYSTEM_021_PSV96191""]","","21","1684322626386","Initial ESDV safety check","17936879-0000","Post","17936879"
"WO_17963131_operation_0","1685532226371","","false","WELD","25","false","0000","operation","39","false","WO_17963131_operation_0","","General BDSV turn off","2","17","[""23-PSV-96191""]","","22","1685618626371","Instrumentation ESDV shutdown","17963131-0000","Pre","17963131"
"WO_17971010_operation_0","1687087426488","","false","ELEC","1","false","0000","operation","36","false","WO_17971010_operation_0","","Required:  Fire extinguisher turn off","3","13","[""23-FO-92545""]","","11","1687173826488","Leaking Fire extinguisher maintenance","17971010-0000","Pre","17971010"
"WO_17989258_operation_2","1684927426446","","false","ELEC","17","false","0002","operation","10","false","WO_17989258_operation_2","","Initial PIPE maintenance","2","18","[""23-PT-92540""]","","3","1685013826446","General PIPE inspection","17989258-0002","Pre","17989258"
"WO_18218521_operation_2","1685273026446","","false","ELEC","35","false","0002","operation","13","false","WO_18218521_operation_2","","Instrumentation PSV turn off","2","18","[""23-ZS-96142A""]","","9","1685359426446","Leaking PIPE turn off","18218521-0002","Post","18218521"
"WO_18250678_operation_2","1679397826419","","false","TECH","28","false","0002","operation","20","false","WO_18250678_operation_2","","General Fire extinguisher turn off","2","9","[""LOR_NORWAY_SYSTEM_021_PSV96191""]","","12","1679484226419","Initial PIPE test","18250678-0002","Post","18250678"
"WO_18492581_operation_2","1686482626416","","false","SUPV","36","false","0002","operation","35","false","WO_18492581_operation_2","","Required:  Fire extinguisher safety check","2","8","[""23-PV-96129""]","","22","1686569026416","Instrumentation BDSV survey","18492581-0002","Exe","18492581"
"WO_18570706_operation_0","1682249026422","","false","SUPV","21","false","0000","operation","22","false","WO_18570706_operation_0","","Initial ESDV performance check","1","11","[""23-TE-96136-08""]","","19","1682335426422","Leaking BDSV check","18570706-0000","Pre","18570706"
"WO_18708990_operation_0","1685791426425","","false","INST","27","false","0000","operation","37","false","WO_18708990_operation_0","","Initial Fire extinguisher test","3","7","[""23-LT-96182-01""]","","17","1685877826425","Initial PSV survey","18708990-0000","Post","18708990"
"WO_18945492_operation_1","1681903426443","","false","TECH","22","false","0001","operation","12","false","WO_18945492_operation_1","","Leaking PIPE maintenance","3","11","[""23-KA-9101-M01-60A""]","","20","1681989826443","Instrumentation VALVE shutdown","18945492-0001","Post","18945492"
"WO_18949389_operation_0","1684668226462","","false","SUPV","36","false","0000","operation","38","false","WO_18949389_operation_0","","Initial ESDV shutdown","1","15","[""23-LE-92529""]","","12","1684754626462","General PIPE turn off","18949389-0000","Pre","18949389"
"WO_18967149_operation_1","1681557826384","","false","MECH","4","false","0001","operation","37","false","WO_18967149_operation_1","","Instrumentation PIPE performance check","2","13","[""23-XY-96125""]","","9","1681644226384","Instrumentation PSV turn off","18967149-0001","Post","18967149"
"WO_19127073_operation_2","1682162626352","","false","SUPV","26","false","0002","operation","25","false","WO_19127073_operation_2","","General BDSV shutdown","1","1","[""48-PAL-96961""]","","4","1682249026352","Instrumentation PSV turn off","19127073-0002","Pre","19127073"
"WO_19216299_operation_0","1687087426465","","false","WELD","30","false","0000","operation","35","false","WO_19216299_operation_0","","Leaking BDSV shutdown","3","15","[""23-KA-9101-APH""]","","9","1687173826465","Initial BDSV failure","19216299-0000","Post","19216299"
"WO_19361654_operation_2","1683026626353","","false","ELEC","17","false","0002","operation","38","false","WO_19361654_operation_2","","Instrumentation VALVE safety check","3","13","[""45-PDAH-92606""]","","21","1683113026353","Initial PIPE check","19361654-0002","Post","19361654"
"WO_19434925_operation_2","1680521026434","","false","SUPV","36","false","0002","operation","3","false","WO_19434925_operation_2","","Initial PIPE safety check","2","19","[""23-PDAH-96162""]","","17","1680607426434","Instrumentation ESDV performance check","19434925-0002","Pre","19434925"
"WO_19487832_operation_0","1679570626327","","false","ELEC","11","false","0000","operation","13","false","WO_19487832_operation_0","","Leaking VALVE maintenance","2","11","[""23-TI-96136-07""]","","21","1679657026327","Leaking PSV inspection","19487832-0000","Exe","19487832"
"WO_19695919_operation_1","1679743426374","","false","ELEC","38","false","0001","operation","15","false","WO_19695919_operation_1","","Leaking ESDV check","2","5","[""23-TE-96111-02""]","","24","1679829826374","Leaking PSV test","19695919-0001","Exe","19695919"
"WO_19845822_operation_0","1679311426428","","false","SUPV","21","false","0000","operation","20","false","WO_19845822_operation_0","","Initial PIPE check","2","6","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","","2","1679397826428","Initial VALVE inspection","19845822-0000","Post","19845822"
"WO_19845822_operation_1","1679311426428","","false","SUPV","24","false","0001","operation","36","false","WO_19845822_operation_1","","Instrumentation PSV turn off","2","2","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","","10","1679397826428","Leaking BDSV shutdown","19845822-0001","Post","19845822"
"WO_20097514_operation_1","1682594626385","","false","SUPV","3","false","0001","operation","35","false","WO_20097514_operation_1","","Initial PSV performance check","1","12","[""23-FE-96167""]","","2","1682681026385","Leaking ESV check","20097514-0001","Pre","20097514"
"WO_20181807_operation_0","1681039426479","","false","SUPV","32","false","0000","operation","10","false","WO_20181807_operation_0","","Leaking PSV performance check","3","7","[""23-HV-92527-03""]","","5","1681125826479","Leaking Fire extinguisher inspection","20181807-0000","Pre","20181807"
"WO_20309006_operation_1","1683199426369","","false","TECH","28","false","0001","operation","40","false","WO_20309006_operation_1","","Instrumentation ESDV inspection","2","8","[""23-LAL-96182-01""]","","12","1683285826369","Initial VALVE maintenance","20309006-0001","Exe","20309006"
"WO_2033698_operation_0","1688124226477","","false","MECH","9","false","0000","operation","37","false","WO_2033698_operation_0","","Leaking VALVE shutdown","2","17","[""23-ZI-96142B""]","","6","1688210626477","Leaking BDSV failure","2033698-0000","Post","2033698"
"WO_2033698_operation_2","1688124226477","","false","ELEC","39","false","0002","operation","6","false","WO_2033698_operation_2","","Instrumentation PSV survey","1","7","[""23-ZI-96142B""]","","8","1688210626477","Instrumentation ESDV check","2033698-0002","Pre","2033698"
"WO_20426227_operation_0","1684409026446","","false","MECH","27","false","0000","operation","4","false","WO_20426227_operation_0","","Required:  VALVE inspection","2","4","[""23-YAHH-96134-01""]","","18","1684495426446","Required:  BDSV check","20426227-0000","Pre","20426227"
"WO_20675659_operation_0","1682335426338","","false","ELEC","1","false","0000","operation","31","false","WO_20675659_operation_0","","Instrumentation Fire extinguisher safety check","3","6","[""23-LG-92523-02""]","","14","1682421826338","Required:  BDSV performance check","20675659-0000","Pre","20675659"
"WO_20675659_operation_2","1682335426338","","false","WELD","22","false","0002","operation","37","false","WO_20675659_operation_2","","Instrumentation BDSV failure","2","16","[""23-LG-92523-02""]","","3","1682421826338","Leaking PIPE failure","20675659-0002","Pre","20675659"
"WO_20931548_operation_1","1687605826456","","false","WELD","13","false","0001","operation","32","false","WO_20931548_operation_1","","General PIPE check","3","13","[""23-YAH-96117-02""]","","18","1687692226456","Leaking PSV safety check","20931548-0001","Pre","20931548"
"WO_20995589_operation_2","1679829826374","","false","WELD","36","false","0002","operation","3","false","WO_20995589_operation_2","","Initial ESDV safety check","2","20","[""23-TE-96136-04""]","","16","1679916226374","Leaking Fire extinguisher failure","20995589-0002","Pre","20995589"
"WO_21077627_operation_1","1683977026482","","false","WELD","29","false","0001","operation","3","false","WO_21077627_operation_1","","Initial BDSV safety check","3","5","[""23-XA-92529""]","","1","1684063426482","Instrumentation VALVE safety check","21077627-0001","Exe","21077627"
"WO_21127492_operation_0","1682681026460","","false","ELEC","23","false","0000","operation","3","false","WO_21127492_operation_0","","Initial ESV performance check","2","14","[""23-PT-92501B-11""]","","6","1682767426460","Leaking PIPE inspection","21127492-0000","Exe","21127492"
"WO_21308286_operation_0","1679743426419","","false","INST","31","false","0000","operation","5","false","WO_21308286_operation_0","","Leaking ESV failure","2","10","[""45-FAL-92139A""]","","18","1679829826419","Initial PSV safety check","21308286-0000","Exe","21308286"
"WO_21546789_operation_3","1679657026470","","false","INST","8","false","0003","operation","38","false","WO_21546789_operation_3","","General ESDV test","1","20","[""23-PDAH-96174""]","","22","1679743426470","Instrumentation ESDV turn off","21546789-0003","Exe","21546789"
"WO_21593636_operation_2","1686396226372","","false","INST","30","false","0002","operation","31","false","WO_21593636_operation_2","","Required:  Fire extinguisher turn off","2","5","[""23-TAH-96148""]","","24","1686482626372","General BDSV shutdown","21593636-0002","Pre","21593636"
"WO_21595553_operation_0","1681644226480","","false","MECH","10","false","0000","operation","20","false","WO_21595553_operation_0","","General ESV shutdown","2","0","[""45-PI-92508""]","","9","1681730626480","Initial BDSV performance check","21595553-0000","Exe","21595553"
"WO_21595553_operation_1","1681644226480","","false","MECH","30","false","0001","operation","36","false","WO_21595553_operation_1","","Required:  ESDV maintenance","2","12","[""45-PI-92508""]","","3","1681730626480","Required:  ESV turn off","21595553-0001","Post","21595553"
"WO_21846979_operation_1","1686914626357","","false","WELD","6","false","0001","operation","15","false","WO_21846979_operation_1","","Leaking ESDV test","3","16","[""23-PSV-96173""]","","18","1687001026357","Instrumentation Fire extinguisher failure","21846979-0001","Exe","21846979"
"WO_22035874_operation_0","1686050626356","","false","ELEC","31","false","0000","operation","32","false","WO_22035874_operation_0","","Instrumentation PSV safety check","1","7","[""23-FT-92512""]","","20","1686137026356","Required:  BDSV performance check","22035874-0000","Pre","22035874"
"WO_22207610_operation_0","1681730626480","","false","MECH","40","false","0000","operation","34","false","WO_22207610_operation_0","","Instrumentation BDSV maintenance","2","15","[""23-PAHH-96150-01""]","","11","1681817026480","Leaking ESDV failure","22207610-0000","Pre","22207610"
"WO_2237986_operation_2","1687433026456","","false","INST","33","false","0002","operation","22","false","WO_2237986_operation_2","","Instrumentation BDSV failure","2","17","[""23-KA-9101-M01-37""]","","18","1687519426456","General PSV test","2237986-0002","Exe","2237986"
"WO_22426339_operation_1","1681039426331","","false","INST","18","false","0001","operation","30","false","WO_22426339_operation_1","","Instrumentation ESDV shutdown","2","19","[""23-PDI-92501""]","","11","1681125826331","Leaking ESDV shutdown","22426339-0001","Pre","22426339"
"WO_23015144_operation_0","1679657026359","","false","WELD","27","false","0000","operation","27","false","WO_23015144_operation_0","","Instrumentation VALVE failure","3","15","[""23-FZSH-92542""]","","2","1679743426359","Required:  ESDV shutdown","23015144-0000","Exe","23015144"
"WO_23033407_operation_1","1682421826422","","false","MECH","14","false","0001","operation","33","false","WO_23033407_operation_1","","Instrumentation PIPE inspection","1","17","[""23-TAHH-96104-01""]","","20","1682508226422","Initial PIPE turn off","23033407-0001","Pre","23033407"
"WO_23033407_operation_2","1682421826422","","false","MECH","21","false","0002","operation","21","false","WO_23033407_operation_2","","Leaking PIPE test","2","16","[""23-TAHH-96104-01""]","","21","1682508226422","General PSV inspection","23033407-0002","Exe","23033407"
"WO_23046409_operation_0","1681385026333","","false","TECH","30","false","0000","operation","36","false","WO_23046409_operation_0","","Leaking ESDV test","3","13","[""45-PI-92609""]","","16","1681471426333","Required:  Fire extinguisher performance check","23046409-0000","Pre","23046409"
"WO_23231917_operation_0","1682249026444","","false","TECH","7","false","0000","operation","29","false","WO_23231917_operation_0","","Initial PIPE maintenance","3","19","[""23-YT-96106-02""]","","9","1682335426444","Initial ESDV maintenance","23231917-0000","Post","23231917"
"WO_23238423_operation_0","1685445826345","","false","SUPV","2","false","0000","operation","25","false","WO_23238423_operation_0","","Initial ESDV test","1","1","[""23-HV-96191-01""]","","22","1685532226345","General VALVE performance check","23238423-0000","Post","23238423"
"WO_23349897_operation_0","1681471426421","","false","INST","4","false","0000","operation","18","false","WO_23349897_operation_0","","Leaking ESV failure","1","20","[""48-TB-9159""]","","10","1681557826421","Required:  BDSV performance check","23349897-0000","Exe","23349897"
"WO_23393582_operation_0","1684581826414","","false","MECH","11","false","0000","operation","25","false","WO_23393582_operation_0","","Instrumentation ESV check","2","20","[""23-TT-92536""]","","22","1684668226414","Leaking ESDV shutdown","23393582-0000","Pre","23393582"
"WO_23401067_operation_0","1683890626386","","false","MECH","10","false","0000","operation","17","false","WO_23401067_operation_0","","Instrumentation VALVE turn off","1","13","[""45-TT-92606""]","","24","1683977026386","Initial Fire extinguisher check","23401067-0000","Exe","23401067"
"WO_23408042_operation_2","1683285826422","","false","TECH","6","false","0002","operation","36","false","WO_23408042_operation_2","","Required:  VALVE inspection","3","16","[""23-FG-96196""]","","3","1683372226422","Initial ESDV performance check","23408042-0002","Post","23408042"
"WO_23488265_operation_1","1687260226347","","false","MECH","12","false","0001","operation","27","false","WO_23488265_operation_1","","Instrumentation BDSV check","2","10","[""23-VA-9114""]","","1","1687346626347","Initial ESV shutdown","23488265-0001","Post","23488265"
"WO_23603865_operation_0","1681212226421","","false","TECH","32","false","0000","operation","25","false","WO_23603865_operation_0","","Instrumentation VALVE test","3","19","[""23-PAHH-96157-01""]","","15","1681298626421","General ESDV safety check","23603865-0000","Exe","23603865"
"WO_23662989_operation_0","1680175426434","","false","INST","19","false","0000","operation","31","false","WO_23662989_operation_0","","General ESDV shutdown","1","12","[""45-HV-92514-01""]","","5","1680261826434","Required:  BDSV turn off","23662989-0000","Post","23662989"
"WO_23710836_operation_0","1679916226360","","false","ELEC","10","false","0000","operation","32","false","WO_23710836_operation_0","","Instrumentation ESV safety check","1","19","[""23-FO-96146-02""]","","8","1680002626360","Instrumentation PIPE maintenance","23710836-0000","Post","23710836"
"WO_23716233_operation_2","1687865026417","","false","ELEC","32","false","0002","operation","18","false","WO_23716233_operation_2","","Leaking BDSV shutdown","3","14","[""23-ZT-96121-03""]","","8","1687951426417","Initial VALVE survey","23716233-0002","Pre","23716233"
"WO_23889535_operation_2","1679829826419","","false","INST","8","false","0002","operation","31","false","WO_23889535_operation_2","","General Fire extinguisher test","2","19","[""LOR_NORWAY_SYSTEM_021""]","","21","1679916226419","Instrumentation PIPE test","23889535-0002","Pre","23889535"
"WO_24116004_operation_1","1686137026416","","false","SUPV","21","false","0001","operation","2","false","WO_24116004_operation_1","","Initial ESV turn off","2","16","[""23-TAH-96131-02""]","","16","1686223426416","Required:  ESV maintenance","24116004-0001","Pre","24116004"
